Name,Description,CostPrice,TaxRate,CostIncTax,SalePriceIncTax,IsVariablePrice,MarginPerc,TaxExemptEligible,RRPrice,BottleDepositItemName,Barcode,Category,Size,Colour,ProductType,TareWeight,ProductId,AgeRestriction
"schweppes Box(24)","schweppes Box(24)",13.20000, ,13.20000,16.99000,,0.223070,,0, , ,Drinks, , ,Standard, ,3094641, 
"okra Box 4kg","okra Box 4kg",17.00000, ,17.00000,23.00000,,0.260870,,0, , ,Grocery, , ,Standard, ,3107166, 
"Okra Half Box","Okra Half Box",8.50000, ,8.50000,11.50000,,0.260870,,0, , ,Grocery, , ,Standard, ,3107171, 
"Ades Chips Pk","Ades Chips Pk",3.00000, ,3.00000,5.00000,,0.400000,,0, ,"5060087820262,5060087820286,5060087820248",Snack, , ,Standard, ,3107767, 
"Cashew Nut 500g","Cashew Nut 500g",6.00000, ,6.00000,7.99000,,0.249060,,0, ,"ALASAKA,3343114152997",snacks, , ,Standard, ,3107929, 
"Wake Leaf","Wake Leaf",2.00000, ,2.00000,2.70000,,0.259260,,0, ,5060110139774,spice, , ,Standard, ,3108138, 
"Simas Butter 3","Simas Butter",4.41000, ,4.41000,5.50000,,0.198180,,0, ,8992628508155,Grocery, , ,Standard, ,3129794, 
"Bonga Fillet","Bonga Fillet",3.20000, ,3.20000,4.50000,,0.288890,,0, ,5060645750840,Fish, , ,Standard, ,3129970, 
Ukwa,Ukwa,3.40000, ,3.40000,4.50000,,0.244440,,0, , ,Snack, , ,Standard, ,3130073, 
"Peppersoup Spice","Peppersoup Spice",2.50000, ,2.50000,3.30000,,0.242420,,0, ,"5060645751342,5060645751069,5061069141788",spice, , ,Standard, ,3130085, 
"Dried Anchoves","Dried Anchoves",2.50000, ,2.50000,3.50000,,0.285710,,0, ,5060645750819,Fish, , ,Standard, ,3130097, 
"Smoked Prawn","Smoked Prawn",1.90000, ,1.90000,2.49000,,0.236950,,0, ,5060645751342,Fish, , ,Standard, ,3130109, 
"AH Barracuda Fillets 100g", ,2.70000, ,2.70000,3.99000,,0.323310,,0, , ,Fish, , ,Standard, ,3130117, 
"Stockfish Cutlet","Stockfish Cutlet",3.80000, ,3.80000,5.50000,,0.309090,,0, , ,Fish, , ,Standard, ,3130459, 
Chapman,Chapman,1.50000, ,1.50000,2.00000,,0.250000,,0, ,5070000673608,Drinks, , ,Standard, ,3130726, 
"Fresh Tumeric","Fresh Tumeric",11.70000, ,11.70000,16.00000,,0.268750,,0, , ,spice, , ,Weighed, ,3131138, 
"5kg Hake","15kg Hake",18.75000, ,18.75000,23.00000,,0.184780,,0, , ,"Frozen Protein", , ,Weighed,15,3133968, 
"Sardine 10kg","Sardine 10kg",30.00000, ,30.00000,30.00000,,0.000000,,0, , ,"Frozen Protein", , ,Weighed,10,3133990, 
"5kg Chicken","5kg Chicken",8.20000, ,8.20000,10.99000,,0.253870,,0, , ,"Frozen Protein", , ,Standard, ,3134202, 
"Red Fish box(7kg)","Red Fish box(7kg)",26.00000, ,26.00000,36.00000,,0.277780,,0, , ,"Frozen Protein", , ,Weighed,7,3135768, 
"Scent Leaves (Nchanwu)","Scent Leaves (Nchanwu)",2.40000, ,2.40000,3.50000,,0.314290,,0, ,632963452154,Frozen, , ,Weighed,300,3135802, 
"Atteke 500gm","Atteke 500gm",35.00000, ,35.00000,44.00000,,0.204550,,0, ,632963451287,Frozen, , ,Weighed,500,3135818, 
"Snail Jombo 907gm","Snail Jombo 907gm",175.00000, ,175.00000,225.00000,,0.222220,,0, , , , , ,Weighed,907,3135824, 
"Ayoola Poundo Yam 9.1Kg","Ayoola Poundo Yam 9.1Kg",26.50000, ,26.50000,34.99000,,0.242640,,0, ,6151100001092,flour, , ,Standard, ,3574839, 
"Gino Paty Jollof box","Gino Paty Jollof box",17.99000, ,17.99000,22.50000,,0.200440,,0, ,8410300577751,Groceries, , ,Standard, ,3574911, 
"Graceco Yellow Pap","Graceco Yellow Pap",2.30000, ,2.30000,3.20000,,0.281250,,0, ,6156000007564,flour, , ,Standard, ,3574991, 
"Indomie Hungryman","Indomie Hungryman",10.00000, ,10.00000,13.99000,,0.285200,,0, , ,noodles, , ,Standard, ,3575043, 
"Milo 1.8kg","Milo 1.8kg",14.60000, ,14.60000,18.99000,,0.231170,,0, ,8888082134170,Groceries, , ,Standard, ,3575112, 
"Bay Leaves 100g","Bay Leaves 100g",1.90000, ,1.90000,3.99000,,0.523810,,0, ,"5061004296788,5056876201442",Groceries, , ,Standard, ,3575364, 
"Ijebu garri 10kg","Ijebu garri 10kg",8.25000, ,8.25000,13.00000,,0.365380,,0, , ,Garri, , ,Standard, ,3575403, 
"Puregro Garlic Powder 300g","Puregro Garlic Powder 300g",1.10000, ,1.10000,1.89000,,0.417990,,0, ,5060331898177,Groceries, , ,Standard, ,3575470, 
"Puregro Ginger ground 100g","Puregro Ginger ground 100g",0.65000, ,0.65000,0.99000,,0.343430,,0, ,5060331890256,Groceries, , ,Standard, ,3575480, 
"Puregro Paprika","Puregro Paprika",0.75000, ,0.75000,1.00000,,0.250000,,0, ,5060331897934,spice, , ,Standard, ,3575578, 
"Puregro Onion Powder","Puregro Onion Powder",0.65000, ,0.65000,0.99000,,0.343430,,0, ,5060331898511,spice, , ,Standard, ,3575594, 
"Puregro Rosemary 150g","Puregro Rosemary 150g",1.00000, ,1.00000,1.49000,,0.328860,,0, ,5060331891185,spice, , ,Standard, ,3575657, 
"Puregro Tumeric 300g","Puregro Tumeric 300g",0.95000, ,0.95000,1.49000,,0.362420,,0, ,5060331897019,spice, , ,Standard, ,3575683, 
"Puregro Tumeric 100g","Puregro Tumeric 100g",0.60000, ,0.60000,0.99000,,0.393940,,0, ,5060331891192,spice, , ,Standard, ,3575685, 
"Yam Flour(Elubo) 20kg","Yam Flour(Elubo) 20kg",40.00000, ,40.00000,58.00000,,0.310340,,0, , ,flour, , ,Standard, ,3575763, 
Tete,Tete,1.50000, ,1.50000,2.00000,,0.250000,,0, , ,vegetrables, , ,Standard, ,3576176, 
Soko,Soko,1.40000, ,1.40000,2.00000,,0.300000,,0, , ,vegetrables, , ,Standard, ,3576182, 
Uziza,Uziza,1.50000, ,1.50000,2.00000,,0.250000,,0, , ,vegetrables, , ,Standard, ,3576205, 
Oha,Oha,1.50000, ,1.50000,2.00000,,0.250000,,0, , ,vegetrables, , ,Standard, ,3576208, 
Okazi(Frozen),Okazi(Frozen),1.50000, ,1.50000,2.00000,,0.250000,,0, , ,vegetrables, , ,Standard, ,3576222, 
Abacha,Abacha,7.02000, ,7.02000,9.99000,,0.297300,,0, , ,vegetrables, , ,Weighed, ,3576226, 
"Chicken gizzard","Chicken gizzard",2.30000, ,2.30000,3.99000,,0.423560,,0, ,5010650085093,Groceries, , ,Standard, ,3688794, 
Tamarind,Tamarind,2.50000, ,2.50000,2.99000,,0.163880,,0, ,"8857121197506,5037069000295",Snack, , ,Standard, ,3688964, 
"Grounded Egusi","Grounded Egusi",4.00000, ,4.00000,5.99000,,0.332220,,0, ,"5061069141412,3000501050013",Groceries, , ,Standard, ,3711930, 
"AH Bonga Fillets","AH Bonga Fillets",2.70000, ,2.70000,3.49000,,0.226360,,0, ,5061069140842,Fish, , ,Standard, ,3730902, 
"AH Catfish Fillets 100g","Catfish Fillets 100g",2.80000, ,2.80000,3.99000,,0.298250,,0, ,5070003227266,Fish, , ,Standard, ,3730903, 
"Catfish Fillets 400g","Catfish Fillets 400g",11.00000, ,11.00000,13.99000,,0.213720,,0, ,5070003227266,Fish, , ,Standard, ,3730904, 
"AH Grounded nut 100g","AH Groundnut 100g",1.30000, ,1.30000,1.79000,,0.273740,,0, ,5061069141450,Snack, , ,Standard, ,3730905, 
"AH Hausa Koko 1kg","AH Hausa Koko 1kg",4.00000, ,4.00000,5.99000,,0.332220,,0, ,"5061069140606,5061069140187",Cereal, , ,Standard, ,3730906, 
"AH Herring Fillet","AH Herring Fillet",2.80000, ,2.80000,3.79000,,0.261210,,0, ,5061069141559,Fish, , ,Standard, ,3730907, 
"AH Medium Snail 300g","AH Medium Snail 300g",6.34000, ,6.34000,9.99000,,0.365370,,0, , ,"Frozen Protein", , ,Standard, ,3730909, 
"AH Oat Poundo","AH Oat Poundo 1.5kg",3.00000, ,3.00000,3.99000,,0.248120,,0, ,"5061069145823,5061069145946",flour, , ,Standard, ,3730910, 
"Frozen Brown Ogi 300g","Frozen Brown Ogi 300g",1.20000, ,1.20000,2.00000,,0.400000,,0, ,5061069141702,Cereal, , ,Standard, ,3730911, 
"Frozen Ogi White 300g","Frozen Ogi White",1.20000, ,1.20000,2.00000,,0.400000,,0, ,5061069141689,Cereal, , ,Standard, ,3730912, 
"Frozen Ogi Yellow 300g","Frozen Ogi Yellow 300g",1.20000, ,1.20000,2.00000,,0.400000,,0, , ,Cereal, , ,Standard, ,3730913, 
"AH Plantain Fufu 1.5kg","AH Plantain Fufu 1.5kg",4.20000, ,4.20000,5.99000,,0.298830,,0, ,5061069140057,flour, , ,Standard, ,3730914, 
"PB Stockfish Cod 100g","Stockfish Cod 100g",4.00000, ,4.00000,5.99000,,0.332220,,0, ,5061069142020,Fish, , ,Standard, ,3730915, 
"AH Whole Whole Egusi","AH Whole Whole Egusi",4.00000, ,4.00000,5.89000,,0.320880,,0, ,5061069142501,Grocery, , ,Standard, ,3730917, 
"AH Cameroon Pepper 60g","AH Cameroon Pepper 60g",1.30000, ,1.30000,1.79000,,0.273740,,0, ,5061069144437,Peppers, , ,Standard, ,3730919, 
"Blue Ocean Salt Fish 200g","Blue Ocean Salt Fish 200g",1.40000, ,1.40000,2.50000,,0.440000,,0, ,5037198003402,Fish, , ,Standard, ,3730922, 
"DR Ground Nutmeg","DR Ground Nutmeg",2.00000, ,2.00000,2.99000,,0.331100,,0, ,5012389670328,spice, , ,Standard, ,3730924, 
"Exotic Corn Dough","Exotic Corn Dough",3.50000, ,3.50000,4.49000,,0.220490,,0, ,5061025220007,Frozen, , ,Standard, ,3730926, 
"GB Palmnut Soup 400g","Ghana Best Palmnut Soup 400g",1.42000, ,1.42000,2.10000,,0.323810,,0, ,5029788153710,Oil, , ,Standard, ,3730930, 
"GB Palmnut soup 800g","GB Palmnut soup 800g",2.70000, ,2.70000,4.00000,,0.325000,,0, ,5029788153734,Oil, , ,Standard, ,3730933, 
"GB Peanut Butter 400g","GB Peanut Butter 400g",1.50000, ,1.50000,2.50000,,0.400000,,0, ,5029788200216,Grocery, , ,Standard, ,3730934, 
"GB Abemudro Palmnut Soup 800g","Ghana Best Abemudro Palmnut Soup 800g",2.75000, ,2.75000,4.00000,,0.312500,,0, ,5029788181058,Oil, , ,Standard, ,3730935, 
"Ghana Fresh Palmnut Creame 800g","Ghana Fresh Palmnut Creame 800g",3.20000, ,3.20000,4.90000,,0.346940,,0, ,647458021050,Oil, , ,Standard, ,3730936, 
"Jafro Chin Chin Coconut 900g","Jafro Chin Chin 900g",4.50000, ,4.50000,6.50000,,0.307690,,0, ,"634158848001,634158847998",snacks, , ,Standard, ,3730938, 
"Jafro Chin Chin Coconut 250g","Jafro Chin Chin Coconut 250g",1.42000, ,1.42000,2.50000,,0.432000,,0, ,"634158847721,634158847738",Snack, , ,Standard, ,3730939, 
"Cerelac Rice with Milk","Cerelac Wheat with Milk",6.84000, ,6.84000,8.99000,,0.239150,,0, ,8410100099095,Cereal, , ,Standard, ,3730947, 
"Pure  HeavenWine Box of 12","Wine Box of 12",24.00000, ,24.00000,29.99000,,0.199730,,0, ,5032619310015,Drinks, , ,Standard, ,3730954, 
"Sankofa Fufu 2kg","Sankofa Fufu 2kg",9.00000, ,9.00000,12.99000,,0.307160,,0, ,5033897100602,flour, , ,Standard, ,3730959, 
"Sea Moon Ofada 5kg","Sea Moon Ofada 5kg",8.49000, ,8.49000,12.99000,,0.346420,,0, ,5060889012025,Rice, , ,Standard, ,3730962, 
"Setara Golden Sella 10kg","Setara Golden Sella 10kg",17.99000, ,17.99000,21.99000,,0.181900,,0, ,5011510103131,Rice, , ,Standard, ,3730963, 
"Setara Golden Sella 2kg","Setara Golden Sella 2kg",3.50000, ,3.50000,4.50000,,0.222220,,0, ,5065009530489,Rice, , ,Standard, ,3730965, 
"Setara Golden Sella Basmati Rice 20kg","Setara Golden Sella Basmati Rice 20kg",33.99000,NoTax,33.99000,41.99000,,0.190520,,0, ,5020012794334,Rice, , ,Standard, ,3730969, 
"Satara Golden Sella Basmati Rice 5kg","Satara Golden Sella Basmati Rice 5kg",8.99000, ,8.99000,10.99000,,0.181980,,0, ,5186771373033,Rice, , ,Standard, ,3730971, 
"TS Adobo Seasoning 100g","TS Adobo Seasoning 100g",0.91600, ,0.91600,1.20000,,0.236670,,0, ,5029788169247,seasoning, , ,Standard, ,3730973, 
"TS Aroma Stock Powder","TS Aroma Stock Powder",3.17000,NoTax,3.17000,3.99000,,0.205510,,0, ,5029788174999,seasoning, , ,Standard, ,3730974, 
"TS Butter Beans 500g","TS Butter Beans 500g",1.50000, ,1.50000,1.99000,,0.246230,,0, ,5029788603055,Beans, , ,Standard, ,3730977, 
"TS Chicken Seasoning 100g","TS Chicken Seasoning 100g",0.83000, ,0.83000,1.00000,,0.170000,,0, ,5029788100257,seasoning, , ,Standard,100,3730981, 
"TS Chicken Stock Powder 1kg","TS Chicken Stock Powder 1kg",3.17000, ,3.17000,3.99000,,0.205510,,0, ,5029788175019,seasoning, , ,Standard, ,3730983, 
"TS Crayfish Stock 1kg","TS Crayfish Stock 1kg",4.50000, ,4.50000,5.99000,,0.248750,,0, ,5029788175026,seasoning, , ,Standard, ,3730984, 
"TS Dried Mixed herbs 30g","TS Dries Mixed herbs 30g",0.83000, ,0.83000,1.20000,,0.308330,,0, ,5029788100356,spice, , ,Standard, ,3730989, 
"TS Hominy Yellow Corn 500g","TS Hominy Yellow Corn 500g",0.90000, ,0.90000,1.50000,,0.400000,,0, ,5029788603468,Grocery, , ,Standard, ,3731005, 
"TS Plantain Chips 450g","TS Plantain Chips 450g",3.50000, ,3.50000,4.99000,,0.298600,,0, ,"5029788208748,5029788214244,5029788206218,5029788208724,5029788206195,5029788206201",snacks, , ,Standard, ,3731007, 
"AH Yellow Garri 20kg","AH Yellow Garri 20kg",22.99000, ,22.99000,32.99000,,0.303120,,0, , ,Garri, , ,Standard, ,3731175, 
"AH Ijebu Garri 3.5kg","AH Ijebu Garri 3.5kg",4.75000, ,4.75000,6.69000,,0.289990,,0, ,5061069142808,Garri, , ,Standard, ,3731187, 
"AH Ghana Garri","AH Ghana Garri",4.75000, ,4.75000,6.69000,,0.289990,,0, ,5061069140163,Garri, , ,Standard, ,3731199, 
"Thai Pearl Jasmine Rice 10kg","Thai Pearl Jasmine Rice 10kg",10.99000, ,10.99000,13.99000,,0.214440,,0, ,5061069141580,Rice, , ,Standard, ,3731214, 
"AH Red Palm OIl 500ml","AH Red Palm OIl 500ml",1.42000, ,1.42000,1.99000,,0.286430,,0, ,5061069142662,Oil, , ,Standard, ,3731257, 
"AH Palm Oil 1L","AH Palm Oil 1L",2.70000, ,2.70000,3.75000,,0.280000,,0, ,5061069142648,Oil, , ,Standard, ,3731263, 
"AH Palm Oil 2L","AH Palm Oil 2L",5.25000, ,5.25000,6.99000,,0.248930,,0, ,5061069142686,Oil, , ,Standard, ,3731269, 
"AH Zomi Palm Oil 500ml","AH Zomi Palm Oil 500ml",1.42000, ,1.42000,1.99000,,0.286430,,0, ,5061069140309,Oil, , ,Standard, ,3731279, 
"AH Zomi Palmoil 2L","AH Zomi Palmoil 2L",5.25000, ,5.25000,6.99000,,0.248930,,0, ,5061069142686,Oil, , ,Standard, ,3731291, 
"AH Pounded Iyan 4kg","AH Pounded Iyan 4kg",10.40000, ,10.40000,13.99000,,0.256610,,0, ,5061069140095,flour, , ,Standard, ,3731305, 
"AH Plantain Fufu 4kg","AH Plantain Fufu 4kg",10.40000, ,10.40000,13.99000,,0.256610,,0, ,5061069140033,flour, , ,Standard, ,3731310, 
"AH Plantain Fufu 680g","AH Plantain Fufu 680g",2.10000, ,2.10000,2.99000,,0.297660,,0, ,5061069140019,flour, , ,Standard, ,3731318, 
"Ts Coconut Peanut (330g*24)","Ts Coconut Peanut (330g*24)",66.00000, ,66.00000,82.99000,,0.204720,,0, ,05029788161630,Snack, , ,Standard, ,3731331, 
"Ts Coconut Peanut 50g","Ts Coconut Peanut 50g",0.84000, ,0.84000,1.20000,,0.300000,,0, ,5029788189672,Snack, , ,Standard, ,3731336, 
"TS Coconut Peanut 165g","TS Coconut Peanut 165g",2.15000, ,2.15000,2.99000,,0.280940,,0, ,5029788167441,Snack, , ,Standard, ,3731345, 
"Peacock Basmatti 4kg","Peacock Basmatti 4kg",9.50000, ,9.50000,10.99000,,0.135580,,0, ,5010225002197,Rice, , ,Standard, ,3861982, 
"Ginger small","Ginger small",1.00000, ,1.00000,1.50000,,0.333330,,0, ,5037069000271,spice, , ,Standard, ,3939238, 
"Gino 400g","Gino 400g",1.46000, ,1.46000,1.99000,,0.266330,,0, ,8410300363910,Grocery, , ,Standard, ,3956034, 
"Gino 210g","Gino 210g",0.84000, ,0.84000,1.20000,,0.300000,,0, ,"8410300363927,8410300362111",Grocery, , ,Standard, ,3956038, 
"Ayoola Plantain Flour","Ayoola Plantain Flour",5.20000, ,5.20000,6.99000,,0.256080,,0, ,6151100001405,flour, , ,Standard, ,3990374, 
"Checkers Custard Banana Flavour 400g","Checkers Custard Banana Flavour 400g",1.10000, ,1.10000,2.99000,,0.632110,,0, ,6152110065975,Beverage, , ,Standard, ,3990579, 
"Puregro Creamy Peanut Butter 1kg","Puregro Creamy Peanut Butter 1kg",2.25000, ,2.25000,2.99000,,0.247490,,0, ,5061004299284,Grocery, , ,Standard, ,3990667, 
"Puregro Creamy Peanut butter 454g","Puregro Creamy Peanut butter 454g",1.25000, ,1.25000,1.79000,,0.301680,,0, ,5061004299277,Grocery, , ,Standard, ,3990673, 
"Close Up Tooth paste130g","Close Up Tooth paste130g",1.50000, ,1.50000,2.00000,,0.250000,,0, ,6151100133595,Grocery, , ,Standard, ,3990945, 
"Fuku Lungs 1kg","Fuku Lungs 1kg",3.00000, ,3.00000,3.99000,,0.248120,,0, , ,"Frozen Protein", , ,Standard, ,3991594, 
"Maggi chicken powder","Maggi chicken",3.00000, ,3.00000,3.99000,,0.248120,,0, ,6151100033437,seasoning, , ,Standard, ,3991658, 
"Maggi star Chicken Cubes","Maggi star Chicken Cubes",1.60000, ,1.60000,2.50000,,0.360000,,0, ,6151100033888,seasoning, , ,Standard, ,3991678, 
"Knorr Chicken (8gx45) 2", ,4.30000, ,4.30000,5.50000,,0.218180,,0, ,"6154000011291,6154000010270",seasoning, , ,Standard, ,3991710, 
"Cat fish 8/10 pack","Cat fish 8/10 pack",16.00000, ,16.00000,20.99000,,0.237730,,0, , ,Fish, , ,Standard, ,3996247, 
"Fuku/lungs 1kg","Fuku/lungs 1kg",3.00000, ,3.00000,3.99000,,0.248120,,0, , ,"Frozen Protein", , ,Standard, ,4037356, 
"Waake Leaves",Waake,1.20000, ,1.20000,1.70000,,0.294120,,0, ,5060110139774,Grocery, , ,Standard, ,4066503, 
"Aani Golden Sella Basmatti Rice 10kg","Aani Golden Sella Basmatti Rice 10kg",16.00000, ,16.00000,19.99000,,0.199600,,0, ,5029788181553,Rice, , ,Standard, ,4098336, 
"African Queen Mackerel","African Queen Mackerel",2.30000, ,2.30000,2.99000,,0.230770,,0, ,3393710001359,Milk, , ,Standard, ,4098349, 
"AH Achi","AH Achi",1.30000, ,1.30000,1.79000,,0.273740,,0, ,5061069140682,spice, , ,Standard, ,4098379, 
"AH Ground Hot Pepper 70g","Ground Hot Pepper",1.30000, ,1.30000,1.79000,,0.273740,,0, ,5061069141436,spice, , ,Standard, ,4098668, 
"AH Ground Ogbonno 80g","Ground Ogbonno 80g",1.50000, ,1.50000,1.99000,,0.246230,,0, ,5061069141474,Grocery, , ,Standard, ,4098713, 
"Ground Okra 50g","Ground Okra 50g",1.00000, ,1.00000,1.39000,,0.280580,,0, ,5061069141498,Grocery, , ,Standard, ,4098719, 
"Ground Prawns 70g","Ground Prawns 70g",3.40000, ,3.40000,4.49000,,0.242760,,0, ,5061069141535,Grocery, , ,Standard, ,4098723, 
"AH Stockfish Cod Head 300g","Stockfish Cod Head 300g",3.50000, ,3.50000,4.99000,,0.298600,,0, ,5061069142044,Fish, , ,Standard, ,4098767, 
"Stockfish Trimmings 100g","Stockfish Trimmings 100g",2.60000, ,2.60000,3.79000,,0.313980,,0, ,5061069142143,Fish, , ,Standard, ,4098795, 
"Gt Tom Brown 500g","Gt Tom Brown 500g",2.34000, ,2.34000,3.99000,,0.413530,,0, ,5061069140620,Cereal, , ,Standard, ,4098808, 
"AH Whole Crayfish 40g","AH Whole Crayfish 40g",1.30000, ,1.30000,1.79000,,0.273740,,0, ,5061069142426,Fish, , ,Standard, ,4098816, 
"AH Whole Crayfish 70g","AH Whole Crayfish 70g",2.20000, ,2.20000,2.79000,,0.211470,,0, ,5061069142440,Fish, , ,Standard, ,4098823, 
"Whole Hot Pepper","Whole Hot Pepper",1.30000, ,1.30000,1.79000,,0.273740,,0, ,5061069142525,spice, , ,Standard, ,4120540, 
"AH Whole Ogbonno 80g","AH Whole Ogbonno 80g",1.50000, ,1.50000,1.99000,,0.246230,,0, ,5061069142549,Grocery, , ,Standard, ,4120549, 
"Yam Flour 5kg","Yam Flour 5kg",9.99000, ,9.99000,12.99000,,0.230950,,0, , ,flour, , ,Standard, ,4120588, 
"Exeter Corned Beef 340g","Exeter Corned Beef 340g",3.50000, ,3.50000,4.50000,,0.222220,,0, ,5010436500017,Grocery, , ,Standard, ,4120783, 
"Ghana Gari 10kg","Ghana Gari 10kg",10.99000, ,10.99000,13.99000,,0.214440,,0, , ,Garri, , ,Standard, ,4120837, 
"King Prawns/shrimp 400g","King Prawns/shrimp 400g",3.00000, ,3.00000,3.99000,,0.248120,,0, ,"6934487743379,792649160237","Frozen Protein", , ,Standard, ,4120885, 
"KTC White Kidney Beans 400g","KTC White Kidney Beans 400g",0.50000, ,0.50000,0.80000,,0.375000,,0, ,5029788603055,Beans, , ,Standard, ,4120896, 
"Lipton Tea 200g","Lipton Tea 200g",3.77000, ,3.77000,4.99000,,0.244490,,0, ,5900300550258,Beverage, , ,Standard, ,4120909, 
"Maggi Liquid Mild 125ml","Maggi Liquid Mild 125ml",1.10000, ,1.10000,1.50000,,0.266670,,0, ,8715000029723,seasoning, , ,Standard, ,4120946, 
.,.,0.00000, ,0.00000,0.00000,,0.000000,,0, , , , , ,Standard, ,4120948, 
"Makazo Black Soap","Makazo Black Soap",6.00000, ,6.00000,7.99000,,0.249060,,0, ,5060233230129,soap, , ,Standard, ,4121103, 
"Pangash Whole","Pangash Whole",7.50000, ,7.50000,9.99000,,0.249250,,0, ,5060128100377,Fish, , ,Standard, ,4121283, 
"Quaker Oats 500g","Quaker Oats 500g",1.40000, ,1.40000,1.99000,,0.296480,,0, ,5000108478119,Cereal, , ,Standard, ,4121443, 
"Queen Elizabeth Cocoa Butter Cream 500ml","Queen Elizabeth Cocoa Butter Cream 500ml",3.90000, ,3.90000,4.99000,,0.218440,,0, ,6186000077021,Cream, , ,Standard, ,4121605, 
"Queen Elizabeth Cocoa Butter Cream 250ml","Queen Elizabeth Cocoa Butter Cream 250ml",2.00000, ,2.00000,2.99000,,0.331100,,0, ,6186000077021,Cream, , ,Standard, ,4121616, 
"TS Crayfish Cubes","TS Crayfish Cubes",2.40000, ,2.40000,3.20000,,0.250000,,0, ,5029788193136,seasoning, , ,Standard, ,4122702, 
"Funbact A Creame","Funbact A Creame",1.20000, ,1.20000,2.50000,,0.520000,,0, ,8906009234083,Cream, , ,Standard, ,4122799, 
"Unripe Plantain quarter","Unripe Plantain quarter",5.30000, ,5.30000,10.00000,,0.470000,,0, , ,Grocery, , ,Standard, ,4225307, 
"Giant snail 950g","Giant snail 950g",38.00000, ,38.00000,45.00000,,0.155560,,0, ,3239291971332,Frozen, , ,Standard, ,4255307, 
"Semolina 10kg","Semolina 10kg",14.50000, ,14.50000,19.99000,,0.274640,,0, ,6156000022512,flour, , ,Standard, ,4268683, 
"Liver 1kg","Liver 1kg",1.80000, ,1.80000,3.99000,,0.548870,,0, ,42072355729,"Frozen Protein", , ,Standard, ,4443959, 
"Vitamalt Box of 24","Vitamalt Box of 24",20.39000, ,20.39000,26.99000,,0.244540,,0, ,737297000115,Drinks, , ,Standard, ,4628903, 
"Onions 4kg",Onions,1.58000, ,1.58000,2.20000,,0.281820,,0, , ,spice, , ,Standard, ,4695474, 
"AH Achi 50g","AH Achi 50g",1.30000, ,1.30000,1.79000,,0.273740,,0, ,5061069140682,spice, , ,Standard, ,4718320, 
"AH Banku Mix 1kg","AH Banku Mix 1kg",2.84000, ,2.84000,3.99000,,0.288220,,0, ,5061069143751,Cereal, , ,Standard, ,4718358, 
"AH Bobolo 700g","AH Bobolo 700g",2.53000, ,2.53000,2.99000,,0.153850,,0, , ,Frozen, , ,Standard, ,4718380, 
"AH Cassava Dough 2kg","AH Cassava Dough 2kg",2.84000, ,2.84000,3.99000,,0.288220,,0, ,5061069142624,Frozen, , ,Standard, ,4718403, 
"AH Cassava Dough 2kg","AH Cassava Dough 2kg",2.84000, ,2.84000,3.99000,,0.288220,,0, ,5061069140927,Frozen, , ,Standard, ,4779187, 
"AH Cassava Flour 3.5kg","AH Cassava Flour 3.5kg",5.25000, ,5.25000,6.99000,,0.248930,,0, ,5061069142761,flour, , ,Standard, ,4779227, 
"AH Catfish Fillet 200g","AH Catfish Fillet 200g",5.50000, ,5.50000,7.49000,,0.265690,,0, ,5070003227266,Drinks, , ,Standard, ,4779256, 
"AH Ghana Gari 1.5kg","AH Ghana Gari 1.5kg",2.00000, ,2.00000,2.99000,,0.331100,,0, ,5061069140149,Garri, , ,Standard, ,4779487, 
"AH Ghana Gari 3.5kg","AH Ghana Gari 3.5kg",5.00000, ,5.00000,6.99000,,0.284690,,0, ,5061069140163,Garri, , ,Standard, ,4779519, 
"AH Ground LIst 100g","AH Ground LIst 100g",1.20000, ,1.20000,1.69000,,0.289940,,0, ,5061069141450,Groceries, , ,Standard, ,4779571, 
"AH Ijebu Garri 1.5kg","AH Ijebu Garri 1.5kg",2.10000, ,2.10000,2.99000,,0.297660,,0, ,5061069142785,Garri, , ,Standard, ,4779629, 
"AH Ijebu Garri 5kg","AH Ijebu Garri 5kg",5.99000, ,5.99000,8.99000,,0.333700,,0, ,"5061069145601,90626",Garri, , ,Standard, ,4779661, 
"AH Oat Poundo 4kg","AH Oat Poundo 4kg",7.40000, ,7.40000,9.99000,,0.259260,,0, ,"5061069145960,5061069145939",flour, , ,Standard, ,4779719, 
"AH Tuo Zaafi 3.5kg","AH Tuo Zaafi 3.5kg",7.20000, ,7.20000,9.99000,,0.279280,,0, ,5061069144611,flour, , ,Standard, ,4779961, 
"AH Frozen Uziza Leaves 200g","AH Frozen Uziza Leaves 200g",1.25000, ,1.25000,2.00000,,0.375000,,0, ,5061069144185,vegetrables, , ,Standard, ,4780007, 
"AH Water Leaves 500g","AH Water Leaves 500g",1.57000, ,1.57000,2.00000,,0.215000,,0, ,5061069142402,vegetrables, , ,Standard, ,4780046, 
"AH Yellow Gari 1.5kg","AH Yellow Gari 1.5kg",2.40000, ,2.40000,3.49000,,0.312320,,0, ,5061069142969,Garri, , ,Standard, ,4780238, 
"AH Yellow Gari 3.5kg","AH Yellow Gari 3.5kg",5.50000, ,5.50000,7.49000,,0.265690,,0, ,5061069142983,Garri, , ,Standard, ,4780280, 
"Afrimalt Can 12x500ml","Afrimalt Can 12x500ml",11.40000, ,11.40000,14.99000,,0.239490,,0, ,5065019455017,Drinks, , ,Standard, ,4780343, 
