Name,Description,CostPrice,TaxRate,CostIncTax,SalePriceIncTax,IsVariablePrice,MarginPerc,TaxExemptEligible,RRPrice,BottleDepositItemName,Barcode,Category,Size,Colour,ProductType,TareWeight,ProductId,AgeRestriction
"Ayoola Cassava fufu 900g", ,2.85000, ,2.85000,4.99000,,0.428860,,0, ,6151100001429,flour, , ,Standard, ,506120, 
"Banga Red Palm Oil 4L", ,9.20000, ,9.20000,13.99000,,0.342390,,0, ,6152110062714,Oil, , ,Standard, ,506122, 
"Puregro Easy cook Rice 5kg", ,4.75000, ,4.75000,5.99000,,0.207010,,0, ,5061004290977,Rice, , ,Standard, ,506123, 
"Puregro Golden Sella Basmati Rice 10kg", ,15.00000, ,15.00000,17.99000,,0.166200,,0, ,5060331896647,Rice, , ,Standard, ,506124, 
"Plantain fufu 500g", ,4.60000, ,4.60000,5.99000,,0.232050,,0, , ,flour, , ,Standard, ,506128, 
"Unripe Plantain box 20kg", ,36.00000, ,36.00000,48.00000,,0.250000,,0, , ,Plantain, , ,Standard, ,506129, 
"Milo Sachet Refill 400g(Nig)", ,4.00000, ,4.00000,5.99000,,0.332220,,0, ,"6151100032140,6033000683137",beaverage, , ,Standard, ,506130, 
"Turkey Mid wings 5kg", ,17.00000, ,17.00000,21.50000,,0.209300,,0, , ,"Frozen Protein", , ,Standard, ,506131, 
"Kawun/Potash 90g", ,1.00000, ,1.00000,1.50000,,0.333330,,0, ,5060238430067,spice, , ,Standard, ,506137, 
"Ripe Plantain box 20kg", ,41.60000, ,41.60000,52.00000,,0.200000,,0, , ,Plantain, , ,Standard, ,506140, 
"Banga Sticks", ,1.43000, ,1.43000,2.30000,,0.378260,,0, , ,spice, , ,Standard, ,506143, 
"TS Coconut Peanut 330g", ,2.75000, ,2.75000,3.99000,,0.310780,,0, ,5029788160664,snacks, , ,Standard, ,506144, 
"Bournvita 500g", ,4.40000, ,4.40000,6.50000,,0.323080,,0, ,7622210492081,Beverage, , ,Standard, ,506145, 
"Bournvita 900g", ,8.70000, ,8.70000,10.99000,,0.208370,,0, ,7622210492135,Beverage, , ,Standard, ,506146, 
"Cow foot 1kg", ,2.60000, ,2.60000,3.99000,,0.348370,,0, ,5060238430586,"Frozen Protein", , ,Standard, ,506147, 
"Achi Soup Thickner 70g", ,1.30000, ,1.30000,1.79000,,0.273740,,0, ,5061069140682, , , ,Standard, ,506148, 
"Mama’s Choice Plantain Fufu 1.5kg", ,9.60000, ,9.60000,12.50000,,0.232000,,0, ,854141000074,flour, , ,Standard, ,506152, 
"Frozen wings 1kg", ,3.64000, ,3.64000,5.99000,,0.392320,,0, ,5060238433914,"Frozen Protein", , ,Standard, ,506155, 
"Frozen Mid wings(cut) 10kg", ,41.20000, ,41.20000,45.30000,,0.090510,,0, , ,"Frozen Protein", , ,Standard, ,506156, 
"Jolly Chicken thigh 2kg", ,3.40000, ,3.40000,4.99000,,0.318640,,0, ,5060238433303,"Frozen Protein", , ,Standard, ,506158, 
"Beef Reed (Abodi) 1 kg", ,2.70000, ,2.70000,3.99000,,0.323310,,0, ,"5060238431903,0741813883212,0741813883212","Frozen Protein", , ,Standard, ,506160, 
"Beef Stripe/Shaki 1kg", ,3.84000, ,3.84000,4.99000,,0.230460,,0, ,"42072401512,0741813883175","Frozen Protein", , ,Standard, ,506161, 
"Boneless Cowfoot 1kg", ,5.96000, ,5.96000,7.99000,,0.254070,,0, ,"5060238430548,2107240178,0741813882222","Frozen Protein", , ,Standard, ,506163, 
"Cow Mask 1kg", ,3.50000, ,3.50000,4.99000,,0.298600,,0, ,0741813883199,"Frozen Protein", , ,Standard, ,506164, 
"Cow snout 1kg", ,2.96000, ,2.96000,3.99000,,0.258150,,0, ,"5060238431606,0741813883205","Frozen Protein", , ,Standard, ,506165, 
"AH Ground Crayfish 70g", ,2.20000, ,2.20000,2.79000,,0.211470,,0, ,5061069141351,Fish, , ,Standard, ,506166, 
"Derica Tomato paste 400g", ,1.34000, ,1.34000,1.80000,,0.255560,,0, ,"8055510221591,6154000102586",Grocery, , ,Standard, ,506167, 
"Peanut/Groundnut 500g", ,3.43000, ,3.43000,4.99000,,0.312630,,0, ,4533667890241,Snack, , ,Standard, ,506168, 
"Eniola poundo 1.5kg", ,5.99000, ,5.99000,7.99000,,0.250310,,0, ,5060202311101,flour, , ,Standard, ,506169, 
"Eniola Poundo Yam 4kg", ,14.99000, ,14.99000,16.99000,,0.117720,,0, ,5060202311102,flour, , ,Standard, ,506170, 
"Turkey Wings(Uncut) 5kg", ,16.50000, ,16.50000,19.50000,,0.153850,,0, , ,"Frozen Protein", , ,Standard, ,506171, 
"Goat meat 1kg", ,7.40000, ,7.40000,9.99000,,0.259260,,0, ,"5060238430791,4207240176,715706380065","Frozen Protein", , ,Standard, ,506173, 
"Golden Morn 300g", ,1.50000, ,1.50000,2.50000,,0.400000,,0, ,"6033000680297,6033000681492",Cereal, , ,Standard, ,506175, 
"Ah Whole Egusi/Melon 100g", ,1.25000, ,1.25000,1.69000,,0.260360,,0, ,4451255511,Grocery, , ,Standard, ,506176, 
"Semovita 2kg", ,2.80000, ,2.80000,4.30000,,0.348840,,0, ,6156000051154,flour, , ,Standard, ,506178, 
"Ijebu Garri 1.5kg", ,2.80000, ,2.80000,3.99000,,0.298250,,0, ,5060238433532,Garri, , ,Standard, ,506180, 
"Knorr Chicken (8gx45)", ,2.15000, ,2.15000,2.80000,,0.232140,,0, ,"6154000011291,6154000010348,6154000010270",seasoning, , ,Standard, ,506181, 
"Knorr Beef cubes (8gx45)", ,1.65000, ,1.65000,2.50000,,0.340000,,0, ,"6154000011130,6154000010270",seasoning, , ,Standard, ,506183, 
"Maggi Star 400g", ,1.10000, ,1.10000,1.99000,,0.447240,,0, ,6151100037817,seasoning, , ,Standard, ,506186, 
"Nido Powdered milk 400g", ,4.40000, ,4.40000,5.99000,,0.265440,,0, ,8715000998630,Milk, , ,Standard, ,506188, 
"Puregro whole Nutmeg 100g", ,2.25000, ,2.25000,3.29000,,0.316110,,0, ,5060331890317,spice, , ,Standard, ,506189, 
"Ofada Rice 1.5kg", ,3.80000, ,3.80000,4.99000,,0.238480,,0, ,5060238430494,Rice, , ,Standard, ,506190, 
"Ofada Rice 4kg", ,10.00000, ,10.00000,12.99000,,0.230180,,0, ,5060238431545,Rice, , ,Standard, ,506191, 
"Mild Curry 140g", ,1.80000, ,1.80000,2.50000,,0.280000,,0, ,5060238434478,spice, , ,Standard, ,506192, 
"Onga Seasoning Stew 50g", ,0.45000, ,0.45000,0.69000,,0.347830,,0, ,6008155010169,spice, , ,Standard, ,506193, 
"Pepper soup spice 100g", ,1.40000, ,1.40000,2.40000,,0.416670,,0, ,5060238430203,spice, , ,Standard, ,506194, 
"AH Poundo Iyan 8kg", ,19.00000, ,19.00000,26.99000,,0.296040,,0, ,"5060238430012,5061069140118",flour, , ,Standard, ,506196, 
"Royco powder 400g", ,1.50000, ,1.50000,1.99000,,0.246230,,0, ,"6154000012823,6162006608605",seasoning, , ,Standard, ,506197, 
"Suya Spice 100g", ,1.90000, ,1.90000,2.70000,,0.296300,,0, ,"5060238430418,5060645751229",spice, , ,Standard, ,506198, 
"Tropical Sun chicken stock powder 1kg", ,3.10000, ,3.10000,3.99000,,0.223060,,0, ,5029788175019,seasoning, , ,Standard, ,506199, 
"AH Yellow garri 5kg","AH Yellow garri 5kg",6.49000, ,6.49000,8.99000,,0.278090,,0, ,5061069145625,Garri, , ,Standard, ,506200, 
"Puregro HoneyBeans 4kg","Puregro Honey Beans 4kg",10.00000,NoTax,10.00000,13.99000,,0.285200,,0, ,"5061004298911,5056876203064",Beans, , ,Standard, ,580586, 
"Peeled Beans 4kg","Puregro Beans",7.40000,NoTax,7.40000,9.99000,,0.259260,,0, ,"5060331898238,5061004299918",Beans, , ,Standard, ,580608, 
"AH Poundo Iyan 1.5kg","AH Poundo Iyan 1.5kg",4.00000,NoTax,4.00000,5.49000,,0.271400,,0, ,"5061004295095,5061069140071",flour, , ,Standard, ,580632, 
"Puregro Peeled Beans 1.5kg","Peeled Beans 1.5kg",3.50000,NoTax,3.50000,4.99000,,0.298600,,0, ,5060331898245,Beans, , ,Standard, ,580652, 
"Hake Fish 10kg Box", ,37.50000,NoTax,37.50000,46.00000,,0.184780,,0, ,5060238430623,Fish, , ,Standard, ,580718, 
"Turkey Mid-Wings 1kg","Turkey Mid-Wings",3.80000,NoTax,3.80000,5.99000,,0.365610,,0, ,"4207240121,0741813882864",Frozen, , ,Standard, ,580736, 
"AH Iru Woro 80g","Iru Woro",1.20000,NoTax,1.20000,1.99000,,0.396980,,0, , ,Grocery, , ,Standard, ,580741, 
"Asiko Plantain Crisps Honey Roasted 50g Box 24","Asiko Plantain Crisps Honey Roasted 50g",16.49000,NoTax,16.49000,20.49000,,0.195220,,0, ,5037986000507,snacks, , ,Standard, ,871317, 
"Plantain Crisps sweet chilli 50g (box of 24)","Plantain Crisps sweet chilli 50g (box of 24)",16.49000,NoTax,16.49000,20.49000,,0.195220,,0, ,5037986001306,snacks, , ,Standard, ,871340, 
"Asiko Plantain Crispy L/Salted 75g (box of 24)","Asiko Plantain Crispy L/Salted 75g (box of 24)",16.49000,NoTax,16.49000,20.49000,,0.195220,,0, ,5037986001290,snacks, , ,Standard, ,871465, 
"Asiko Plantain Crisps unsalted (box of 24)","Asiko Plantain Crisps unsalted (box of 24)",16.99000,NoTax,16.99000,20.99000,,0.190570,,0, ,5037986001283,snacks, , ,Standard, ,871481, 
"Ayoola Poundo Yam 1.8kg","Ayoola Poundo Yam 1.8kg",5.20000,NoTax,5.20000,6.99000,,0.256080,,0, ,6151100001061,flour, , ,Standard, ,871494, 
"Banga Red Plam Oil 2 litres","Banga Plam Oil 2 litres",5.40000,NoTax,5.40000,8.99000,,0.399330,,0, ,6152110062721,Oil, , ,Standard, ,871767, 
"Cerelac Honey and Wheat with milk 1kg","Cerelac Honey and Wheat with milk 1kg",6.84000,NoTax,6.84000,8.99000,,0.239150,,0, ,7616100581535,Beverage, , ,Standard, ,871789, 
"Cerelac Mixed fruits and wheat with milk 1kg","Cerelac Mixed fruits and wheat with milk 1kg",6.84000,NoTax,6.84000,8.99000,,0.239150,,0, ,8410100181523,Beverage, , ,Standard, ,871831, 
"Checker Custard Vanilla flavour 2kg","Checker Custard Vanilla flavour 2kg",6.25000,NoTax,6.25000,7.99000,,0.217770,,0, ,6152110065968,Beverage, , ,Standard, ,871862, 
"Checker Custard Banana Flavour 2kg","Checker Custard Banana Flavour 2kg",5.33000,NoTax,5.33000,7.99000,,0.332920,,0, ,714084852690,Beverage, , ,Standard, ,877420, 
"Checker Custard Powder Vanilla 400g","Checker Custard Powder Vanilla 400g",1.10000,NoTax,1.10000,2.99000,,0.632110,,0, ,"6152110065975,6154000248000",Beverage, , ,Standard, ,877433, 
"Derica double concentrate Tomato paste 70g", ,0.42000,NoTax,0.42000,0.60000,,0.300000,,0, ,8055510221577,seasoning, , ,Standard, ,877648, 
"Derica  Tomato paste 850g","Derica double concentrate Tomato paste 850g",2.59000,NoTax,2.59000,3.49000,,0.257880,,0, ,8055510221607,seasoning, , ,Standard, ,877789, 
"Gino party jollo 50g","Gino party jollof Toamato seasoning mix 50g",0.32000,NoTax,0.32000,0.60000,,0.466670,,0, ,8410300363217,seasoning, , ,Standard, ,877835, 
"Gino peppe & onion Tomato seasoning mix 50g","Gino peppe & onion Tomato seasoning mix 50g",0.30000,NoTax,0.30000,0.60000,,0.500000,,0, ,8410300362715,seasoning, , ,Standard, ,877888, 
"Gino Tomato mix 55g","Gino Tomato mix 55g",0.32000,NoTax,0.32000,0.60000,,0.466670,,0, ,8410300362708,seasoning, , ,Standard, ,877893, 
"Golden penny Spaghetti 500g","Golden penny Spaghetti 500g",0.95000,NoTax,0.95000,1.30000,,0.269230,,0, ,6156000032207,noodles, , ,Standard, ,877907, 
"Natural Palm Drink 600ml","Natural Palm Drink 600ml",1.70000,20VAT,2.04000,3.00000,,0.320000,,0, , ,Grocery, , ,Standard, ,902080, 
"Grandios Pap Brown 500g","Grandios Pap Brown 500g",1.60000,NoTax,1.60000,2.30000,,0.304350,,0, ,718117784705,beaverage, , ,Standard, ,902180, 
"Grandios Pap White 500g","Grandios Pap White 500g",1.70000,NoTax,1.70000,2.30000,,0.260870,,0, ,718117784682, , , ,Standard, ,902193, 
"Indomie Chicken box of 40","Indomie Nigerian Chicken",6.99000,NoTax,6.99000,8.99000,,0.222470,,0, , ,noodles, , ,Standard, ,902228, 
"Knorr Aromat All Purpose Seasoning 90g","Knorr Aromat All Purpose Seasoning 90g",1.33000,NoTax,1.33000,1.99000,,0.331660,,0, ,5000184221241,seasoning, , ,Standard, ,902351, 
"Lady B Custard Powder 1.6kg","Lady B Custard Powder 1.6kg",4.50000,NoTax,4.50000,6.50000,,0.307690,,0, ,710154847436,Beverage, , ,Standard, ,902378, 
"Lion Brand Curry Powder 25g","Lion Brand Curry Powder 25g",0.52000,NoTax,0.52000,1.00000,,0.480000,,0, ,5010285115226,seasoning, , ,Standard, ,902450, 
"Lion Brand Dried Thyme 10g","Lion Brand Dried Thyme 10g",0.52000,NoTax,0.52000,1.00000,,0.480000,,0, ,5010285157394,seasoning, , ,Standard, ,902466, 
"Nkulenu Palm Soup 390g","Nkulenu Palm Soup 390g",1.67000,NoTax,1.67000,2.20000,,0.240910,,0, ,6034000022001,seasoning, , ,Standard, ,904914, 
"Ola Ola Pounded Yam 1.8kg","Ola Ola Pounded Yam 1.8kg",11.80000,NoTax,11.80000,14.50000,,0.186210,,0, ,650655496873,flour, , ,Standard, ,904924, 
"Ola Ola Pounded Yam 4.5kg","Ola Ola Pounded Yam 4.5kg",28.75000,NoTax,28.75000,34.99000,,0.178340,,0, ,650655244702,flour, , ,Standard, ,904939, 
"Peak Milk Powder 2.5Kg","Peak Instant Whole Milk Powder 2.5Kg",21.60000,NoTax,21.60000,26.50000,,0.184910,,0, ,8716200727754,Milk, , ,Standard, ,904970, 
"Peak milk Powder 400g","Peak Instant Whole Milk Powder 400g",3.96000,NoTax,3.96000,5.99000,,0.338900,,0, ,8716200727716,Milk, , ,Standard, ,904984, 
"Tasty Tom Jollof Mix Paste","Tasty Tom Jollof Mix Paste",0.31000,NoTax,0.31000,0.60000,,0.483330,,0, ,6154000050153,seasoning, , ,Standard, ,908963, 
"Puregro Semolina Fine", ,5.95000, ,5.95000,7.49000,,0.205610,,0, ,5060331891963,flour, , ,Standard, ,909494, 
"Puregro Ijebu garri 1.5kg","Ijebu garri 1.5kg",2.20000,NoTax,2.20000,2.99000,,0.264210,,0, ,5061004296238, , , ,Standard, ,911794, 
"Puregro Ijebu garri 4kg","ijebu garri 4kg",5.25000,NoTax,5.25000,6.99000,,0.248930,,0, ,"5061004298379,5060331897835", , , ,Standard, ,911805, 
"Puregro 100% Whole Wheat Sharbati Chakki Atta 10Kg","Puregro 100% Whole Wheat Sharbati Chakki Atta 10Kg",8.00000,NoTax,8.00000,10.99000,,0.272070,,0, ,5061004290106,flour, , ,Standard, ,912218, 
"Puregro All Purpose Seasoning 100g PM 79p","Puregro All Purpose Seasoning 100g PM 79p",0.58000,NoTax,0.58000,0.79000,,0.265820,,0, ,5060331890034,seasoning, , ,Standard, ,912229, 
"Puregro Aroma Basmati Rice 2kg PM £3.99","Puregro Aroma Basmati Rice 2kg PM £3.99",3.33000,NoTax,3.33000,3.99000,,0.165410,,0, ,8906049094234,Rice, , ,Standard, ,912241, 
"Puregro Aroma Platinum Extra Long Grain Basmati Rice 10kg","Puregro Aroma Platinum Extra Long Grain Basmati Rice 10kg",14.50000,NoTax,14.50000,16.99000,,0.146560,,0, ,8906049094210,Rice, , ,Standard, ,912249, 
"Puregro Aroma Platinum Extra Long Grain Basmati Rice 5kg","Puregro Aroma Platinum Extra Long Grain Basmati Rice 5kg",7.99000,NoTax,7.99000,9.49000,,0.158060,,0, ,8906049094227,Rice, , ,Standard, ,912254, 
"Puregro Banku Mix Dough 1kg PM £2.49","Puregro Banku Mix Dough 1kg PM £2.49",1.60000,NoTax,1.60000,2.49000,,0.357430,,0, ,5061004297457,Grocery, , ,Standard, ,912272, 
"Puregro Bay Leaves 15g","Puregro Bay Leaves 15g",0.53000,NoTax,0.53000,0.79000,,0.329110,,0, ,5061004296788,seasoning, , ,Standard, ,912280, 
"Puregro Bay Leaves 30g PM","Puregro Bay Leaves 30g",0.78000,NoTax,0.78000,1.49000,,0.476510,,0, ,5061004296856,seasoning, , ,Standard, ,912293, 
"Puregro Bean Flour 1.5kg PM","Puregro Bean Flour 1.5kg PM",3.71000,NoTax,3.71000,4.99000,,0.256510,,0, ,5061004292421,flour, , ,Standard, ,912308, 
"Puregro Black Eye Beans 1.5kg","Puregro Black Eye Beans 1.5kg",2.50000,NoTax,2.50000,3.49000,,0.283670,,0, ,5061004299062,Beans, , ,Standard, ,912316, 
"Puregro Black Eye Beans 4kg","Puregro Black Eye Beans 4kg",5.95000,NoTax,5.95000,7.99000,,0.255320,,0, ,5061004299048,Beans, , ,Standard, ,912317, 
"Puregro Black Pepper Fine 100g","Puregro Black Pepper Fine 100g",0.95000,NoTax,0.95000,1.39000,,0.316550,,0, ,5060331890089,seasoning, , ,Standard, ,912325, 
"Puregro Black Pepper Whole 100g","Puregro Black Pepper Whole 100g",1.25000,NoTax,1.25000,1.69000,,0.260360,,0, ,5061004298638,seasoning, , ,Standard, ,912333, 
"Puregro Brown Basmati Rice 2kg","Puregro Brown Basmati Rice 2kg",3.01000,NoTax,3.01000,3.99000,,0.245610,,0, ,5060331896722,Rice, , ,Standard, ,912336, 
"Puregro Brown Basmati Rice 5kg","Puregro Brown Basmati Rice 5kg",7.50000,NoTax,7.50000,8.99000,,0.165740,,0, ,5060331896739,Rice, , ,Standard, ,912349, 
"Puregro Brown Beans 1.5kg","Puregro Brown Beans 1.5kg",5.92000,NoTax,5.92000,7.99000,,0.259070,,0, ,5056876200087,Beans, , ,Standard, ,912354, 
"Puregro Brown Beans 4kg","Puregro Brown Beans 4kg",12.60000,NoTax,12.60000,16.99000,,0.258390,,0, ,5061004299260,Beans, , ,Standard, ,912358, 
"Puregro Roasted Peanut 500g", ,2.63000, ,2.63000,3.99000,,0.340850,,0, ,5061004294883,snacks, , ,Standard, ,954160, 
"Tom tom", ,0.80000, ,0.80000,1.50000,,0.466670,,0, ,7622201782832, , , ,Standard, ,954334, 
"AH Tigernut 200g", ,2.10000, ,2.10000,2.99000,,0.297660,,0, , ,Snack, , ,Standard, ,954341, 
Donkwa, ,2.00000, ,2.00000,2.50000,,0.200000,,0, ,715706937467,Snack, , ,Standard, ,954354, 
Bread, ,1.80000, ,1.80000,2.00000,,0.100000,,0, ,"5070003065516,2019110500001,799439680494,745114877611,5070003065578",Grocery, , ,Standard, ,954373, 
"Okro 100g", ,0.60000, ,0.60000,1.00000,,0.400000,,0, , ,vegetrables, , ,Standard, ,955641, 
"Okro 500g", ,3.00000, ,3.00000,4.50000,,0.333330,,0, , ,vegetrables, , ,Standard, ,955660, 
Fanta, ,1.00000, ,1.00000,1.50000,,0.333330,,0, ,54490123,Drinks, , ,Standard, ,959100, 
Shoko,Shoko,1.60000, ,1.60000,2.00000,,0.200000,,0, ,123456791,vegetrables, , ,Standard, ,991347, 
"yellow Garri 20Kg","yellow Garri 20Kg",26.14000, ,26.14000,34.99000,,0.252930,,0, , ,Garri, , ,Standard, ,991851, 
Coconut,Coconut,0.87000, ,0.87000,1.20000,,0.275000,,0, , ,Grocery, , ,Standard, ,992980, 
"Iwisa 2Kg","Iwisa 2Kg",2.20000, ,2.20000,3.20000,,0.312500,,0, ,5025971207154,flour, , ,Standard, ,995061, 
"Simas Butter","Simas Butter",1.47000, ,1.47000,2.00000,,0.265000,,0, ,8992628508155,Grocery, , ,Standard, ,995110, 
"Chin Chin","Chin Chin",1.50000, ,1.50000,2.50000,,0.400000,,0, ,"5060051922220,5060645757665",snacks, , ,Standard, ,995121, 
"Tura Soap pack of 3","Tura Soap pack of 3",2.40000, ,2.40000,3.00000,,0.200000,,0, ,6156000060118,soap, , ,Standard, ,995134, 
"Dudu Osun","Dudu Osun",0.80000, ,0.80000,1.20000,,0.333330,,0, ,6156000043821,Grocery, , ,Standard, ,995151, 
"Delta Soap","Delta Soap",1.50000, ,1.50000,2.00000,,0.250000,,0, ,6156000026183,Grocery, , ,Standard, ,995165, 
"Super Malt Pk of 12","Super Malt Pk of 12",13.00000, ,13.00000,17.99000,,0.277380,,0, ,5741000232590,Drinks, , ,Standard, ,995176, 
"Malta guiness pack of 24","Malta guiness pack of 24",10.99000, ,10.99000,13.99000,,0.214440,,0, , ,Grocery, , ,Standard, ,1018928, 
"Malta guineas 1can", ,0.55000, ,0.55000,1.00000,,0.450000,,0, ,"5010162000164,5025866000181,5449000268686,5449000064110,5000213018255",Drinks, , ,Standard, ,1019036, 
"Smoked Panla", ,4.99000, ,4.99000,5.99000,,0.166940,,0, , ,Fish, , ,Standard, ,1021919, 
"Plantain chips", ,0.67000, ,0.67000,1.00000,,0.330000,,0, ,"6006502300154,6006502200157,5037986000019,6006502100150,5056876200032",Snack, , ,Standard, ,1024521, 
"Farina 1.5kg", ,3.60000, ,3.60000,5.99000,,0.399000,,0, ,5060110132508,flour, , ,Standard, ,1032336, 
"Spicity jollof & stew 10g", ,0.08000, ,0.08000,0.20000,,0.600000,,0, ,"6156000169958,6156000169910",seasoning, , ,Standard, ,1032492, 
Robb, ,0.80000, ,0.80000,1.20000,,0.333330,,0, ,6033000102584,Groceries, , ,Standard, ,1032660, 
"Ghana palmnut soup 800g", ,2.70000, ,2.70000,3.99000,,0.323310,,0, ,5060645758655,Groceries, , ,Standard, ,1032681, 
"Palm soup base 390g", ,1.40000, ,1.40000,2.40000,,0.416670,,0, ,6034000022001,Groceries, , ,Standard, ,1032704, 
"Fufu pack of 5", ,4.00000, ,4.00000,5.40000,,0.259260,,0, , ,Groceries, , ,Standard, ,1036883, 
"Fufu 1", ,0.80000, ,0.80000,1.10000,,0.272730,,0, , ,Groceries, , ,Standard, ,1036896, 
"Puregro Golden Sella Basmatti rice 2kg","Puregro Golden Sella Basmatti rice 2kg",3.42000, ,3.42000,4.49000,,0.238310,,0, ,5060331896623,Rice, , ,Standard, ,1037223, 
"Pumpkin leaves", ,1.60000, ,1.60000,2.00000,,0.200000,,0, , ,vegetrables, , ,Standard, ,1043969, 
"Ayoola poundo 900g","Ayoola poundo 900g",2.50000, ,2.50000,3.99000,,0.373430,,0, ,6151100001023,flour, , ,Standard, ,1067496, 
"Semovita 1kg","Semovita 1kg",1.50000, ,1.50000,2.00000,,0.250000,,0, ,6156000051161,flour, , ,Standard, ,1067504, 
"Honeywell whole wheat meal 4.75kg","Honeywell whole wheat meal 4.75kg",7.99000, ,7.99000,9.99000,,0.200200,,0, ,6156000265155,flour, , ,Standard, ,1067544, 
"Honeywell whole wheat meal 1.8kg","Honeywell whole wheat meal 1.8kg",3.00000, ,3.00000,4.99000,,0.398800,,0, ,6156000022536,flour, , ,Standard, ,1067551, 
"Indomie super pack","Indomie super pack",10.99000, ,10.99000,13.99000,,0.214440,,0, , ,noodles, , ,Standard, ,1067577, 
"Peak Milk 900g","Peak Milk 900g",7.92000, ,7.92000,10.99000,,0.279340,,0, ,8716200727730,Beverage, , ,Standard, ,1067600, 
"Puregro Cassava Dough","Puregro Cassava Dough",1.50000, ,1.50000,1.99000,,0.246230,,0, ,5061004297228,Groceries, , ,Standard, ,1067606, 
"Puregro Corn Dough","Puregro Corn Dough",1.49000, ,1.49000,1.99000,,0.251260,,0, ,5061004297402,Groceries, , ,Standard, ,1067614, 
"Puregro Cinnamon Powder 100g","Puregro Cinnamon Powder 100g",0.90000, ,0.90000,1.29000,,0.302330,,0, ,5061004291431,Groceries, , ,Standard, ,1067643, 
"Puregro Golden Sella Basmatti Rice 5kg","Golden Sella Basmatti Rice 5kg",7.50000, ,7.50000,9.49000,,0.209690,,0, ,5060331896630,Rice, , ,Standard, ,1067665, 
"Puregro Roasted Peanut 330g","Puregro Roasted Peanut 330g",2.20000, ,2.20000,2.99000,,0.264210,,0, , ,snacks, , ,Standard, ,1067677, 
"AH Yellow Corn Dough 1kg","AH Yellow Corn Dough 1kg",1.59000, ,1.59000,2.49000,,0.361450,,0, ,5061004299949,Groceries, , ,Standard, ,1067711, 
"Fanta Crate of 24","Fanta Crate of 24",23.00000, ,23.00000,28.99000,,0.206620,,0, , ,Drinks, , ,Standard, ,1067746, 
"Rani Orange crate of 24","Rani crate of 24",10.99000, ,10.99000,14.99000,,0.266840,,0, , ,Drinks, , ,Standard, ,1067791, 
"Rani crate Mango of 24","Rani crate of 24",10.99000, ,10.99000,14.99000,,0.266840,,0, ,6225000592742,Drinks, , ,Standard, ,1067798, 
"Rani 1","Rani 1",0.46000, ,0.46000,0.80000,,0.425000,,0, ,"6225000592759,6225000592742,6225000592773,6225000592711",Drinks, , ,Standard, ,1067808, 
"Iwisa 5kg","Iwisa 5kg",5.50000, ,5.50000,8.50000,,0.352940,,0, ,5025971207192,flour, , ,Standard, ,1067873, 
"Indomie 3pcs", ,0.60000, ,0.60000,1.00000,,0.400000,,0, ,"089686130010,089686130195",noodles, , ,Standard, ,1069986, 
"Amstel Malt", ,10.99000, ,10.99000,13.99000,,0.214440,,0, ,5025866002505,Drinks, , ,Standard, ,1093135, 
"Guineas small stout", ,2.00000, ,2.00000,2.50000,,0.200000,,0, ,5000213012017,Drinks, , ,Standard, ,1094315, 
"Ghana Indomie", ,9.99000, ,9.99000,12.50000,,0.200800,,0, , ,noodles, , ,Standard, ,1152699, 
"Puregro Yam Flour 3.5kg","Yam Flour",7.00000, ,7.00000,8.99000,,0.221360,,0, ,5061004293831,flour, , ,Standard, ,1152972, 
"Yam Flour 1.5kg","Yam Flour 1.5kg",2.25000, ,2.25000,2.99000,,0.247490,,0, ,5060331898382,flour, , ,Standard, ,1153000, 
"frozen Catfish 2.5kg Pack","Catfish 2.5kg Pack",6.50000, ,6.50000,9.99000,,0.349350,,0, ,"5601281002476,7141043776347,9634564021426,7141043778846",Fish, , ,Standard, ,1153091, 
"Mackerel/Titus 5kg Box","Mackerel 5kg Box",21.25000, ,21.25000,27.50000,,0.227270,,0, , ,Fish, , ,Standard, ,1153126, 
"Jack Mackerel/KoteFish","Jack Mackerel/KoteFish",1.60000, ,1.60000,3.50000,,0.542860,,0, , ,Fish, , ,Weighed, ,1153328, 
"Golden Morn 900g","Golden Morn 900g",3.00000, ,3.00000,4.99000,,0.398800,,0, ,"6033000680334,6033000681577,6033000681577,6033000681515",Cereal, , ,Standard, ,1153678, 
"AH frozen Bitter Leaves (Ndole)","AH frozen Bitter Leaves (Ndole)",1.50000, ,1.50000,2.00000,,0.250000,,0, ,3700818907627,vegetrables, , ,Standard, ,1153906, 
Atieke,Atieke,2.00000, ,2.00000,2.70000,,0.259260,,0, ,"3700818911440,632963451287",Grocery, , ,Standard, ,1154083, 
"Pika Bobolo 700g","Pika Bobolo 700g",3.00000, ,3.00000,3.99000,,0.248120,,0, ,5060869733445,Grocery, , ,Standard, ,1154093, 
"Cassava Tubers Peeled","Cassava Tubers Peeled",1.20000, ,1.20000,1.99000,,0.396980,,0, ,5060869733520,Tubers, , ,Standard, ,1154107, 
"Puregro Easy cook rice 10kg", ,9.25000, ,9.25000,10.99000,,0.158330,,0, ,5061004290984,Rice, , ,Standard, ,1155553, 
"Turkey mid wings 10kg", ,33.50000, ,33.50000,41.99000,,0.202190,,0, , ,Frozen, , ,Standard, ,1155659, 
"Smoked turkey 1kg", ,5.56000, ,5.56000,6.99000,,0.204580,,0, ,"420724012131,0741813883472,0741813883472",Frozen, , ,Standard, ,1155684, 
